created_at,favorite_count,favorited,filter_level,lang,retweet_count,retweeted,source,text,rawtext,user_created_at,user_followers_count,user_location,user_lang,user_name,user_screen_name,user_time_zone,user_utc_offset,user_friends_count,geolocation,recordRetrieved,id_str,URL,dbSource,lat,lng
Mon Feb 11 03:44:05 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Great way tonight to celebrate an early Valentine s Day Old Town Scottsdale,Great way tonight to celebrate an early Valentine's Day! #scottsdale #arizonafoodtours #progressivedinner @ Old Town Scottsdale https://t.co/7F7ACM00kg,Wed Apr 29 20:26:51 +0000 2009,710,Canada,en,Dr. Tom Thompson,HJTThompson,None,None,331,33.49406558 -111.92534029,44:11.0,1.0948E+18,https://twitter.com/statuses/1094804239019212802,location2.db,33.49406558,-111.9253403
Mon Feb 11 03:44:12 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Someone not me had a pancake as big as a hat at Dottie Audreys Tuxedo Park New York,Someone (not me) had a pancake as big as a hat at Dottie Audrey's @ Tuxedo Park New York https://t.co/w58AIsBr7f,Wed Jul 11 22:19:56 +0000 2007,235,South Plainfield NJ,en,sethbook,sethbook,None,None,391,41.2015 -74.2017,44:17.0,1.0948E+18,https://twitter.com/statuses/1094804265388797954,location2.db,41.2015,-74.2017
Mon Feb 11 03:44:19 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Obviously not a very exciting run San Diego California,Obviously not a very exciting run...#running #trailrunning #trailrunner #mountains #ultrarunning #ultrarunner #lasvegas #strava @ San Diego California https://t.co/8f76zSooiN,Sun Aug 31 05:47:53 +0000 2014,53,Las Vegas NV,en,Feet2Feat,feet2feat,None,None,95,32.7155 -117.1585,44:25.0,1.0948E+18,https://twitter.com/statuses/1094804296850440198,location2.db,32.7155,-117.1585
Mon Feb 11 05:42:08 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,The intimate Valentine s celebration starts at The 18th Restaurant and Lounge with a view of sparkling Bandung city light and pleasurable set dinner for two Our Chef de Cuisine Lukman,The intimate Valentine's celebration starts at The 18th Restaurant and Lounge with a view of sparkling Bandung city light and pleasurable set dinner for two. Our Chef de Cuisine Lukman https://t.co/ORJxcQ86m5,Sun Jun 03 10:10:33 +0000 2012,1508,Bandung,en,The 18th Rest&Lounge,The18th_TLH,None,None,36,-6.92718501 107.63602628,42:15.0,1.09483E+18,https://twitter.com/statuses/1094833946481721344,location2.db,-6.92718501,107.6360263
Mon Feb 11 05:58:05 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,I love JLo but why was she apart of the tribute to Motown tho Disney on ice lol New York New York,I love JLo but why was she apart of the tribute to Motown tho Disney on ice lol @ New York New York https://t.co/5nWBAhlQCt,Mon Jan 04 07:28:27 +0000 2010,98,NEW YORK CITY BROOKLYN!,en,Mark Leary,Leary1470,None,None,191,40.7142 -74.0064,58:10.0,1.09484E+18,https://twitter.com/statuses/1094837960342528000,location2.db,40.7142,-74.0064
Mon Feb 11 05:34:21 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Writer s block Ingleside San Francisco,Writer's block. #crazycatlady #khaleesi #catsofinstagram #catswrite @ Ingleside San Francisco https://t.co/XnWHOmGzOR,Wed May 07 19:35:17 +0000 2008,193,San Francisco CA,en,David Jedeikin,davidjed,None,None,188,37.71517147 -122.45254589,34:27.0,1.09483E+18,https://twitter.com/statuses/1094831988609929216,location2.db,37.71517147,-122.4525459
Mon Feb 11 05:34:29 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Laura and I were honored last night to be there for Angela Payne Starnes induction into the Todd County Central HS Hall of Fame I was her track coach in 78 amp 79 She won multiple state,Laura and I were honored last night to be there for Angela Payne Starnes induction into the Todd County Central HS Hall of Fame! I was her track coach in '78 &amp; '79. She won multiple state https://t.co/y4ScrPOMrN,Sun Jul 31 23:10:10 +0000 2011,184,Elizabethtown KY,en,Bob Jones,bobj3cub,None,None,230,36.8089 -87.1564,34:35.0,1.09483E+18,https://twitter.com/statuses/1094832022030336000,location2.db,36.8089,-87.1564
Mon Feb 11 04:25:34 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Not a banksy but the coolest piece of artwork I could never create International District Seattle Washington,Not a banksy but the coolest piece of artwork I could never create. #banksy #dragon #aristo @ International District Seattle Washington https://t.co/XptMKl2ZdK,Mon Jun 10 09:38:24 +0000 2013,44,Seattle WA,en,Troxs,HINTILTED,None,None,241,47.5975 -122.32083333,25:39.0,1.09481E+18,https://twitter.com/statuses/1094814676678959110,location2.db,47.5975,-122.3208333
Mon Feb 11 03:54:39 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Louis Vuitton New York,Louis Vuitton New York #LV #LouisVuitton #Manhattan #Downtown #City #NewYork #NYC #USA #UnitedStatesofAmerica #wheninNewYork #NewYork2019 #wanderer #wanderlust #igers #igersAmerica https://t.co/NXMORCIna6,Fri Apr 09 03:49:57 +0000 2010,318,Makati City 1200,en,Its JayR :),rodrigocasiano,None,None,515,40.7779 -73.9675,54:44.0,1.09481E+18,https://twitter.com/statuses/1094806896219873281,location2.db,40.7779,-73.9675
Mon Feb 11 03:54:41 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Something upClimbing or swimming until April Manhattan New York,Something up! Climbing or swimming #PiscesMercury until April. #demfeels @ Manhattan New York https://t.co/A9FV2DfOB5,Mon Mar 11 04:31:11 +0000 2013,1882,NYC,en,TG,tgya22,None,None,2874,40.7779 -73.9675,54:46.0,1.09481E+18,https://twitter.com/statuses/1094806903736086528,location2.db,40.7779,-73.9675
Mon Feb 11 06:47:55 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Lets start this week with a positive attitude and great products from to help you get rid of the belly Cape Town Western Cape,Let's start this week with a positive attitude and great products from @herbalife to help you get rid of the belly @ Cape Town Western Cape https://t.co/9t2BahZBNg,Mon Dec 16 19:51:28 +0000 2013,92,Cape Town,en,Axolile Ncayo,N_XOZA,None,None,301,-33.9253 18.4239,48:01.0,1.09485E+18,https://twitter.com/statuses/1094850502540578817,location2.db,-33.9253,18.4239
Mon Feb 11 07:11:52 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,When in Bangkok eat The most amazing food designed with spices from the Gods,When in Bangkok eat!! The most amazing food designed with spices from the Gods. #bangkok #bangkokfood #spices #bangkokrestaurant #somanyrestaurantsinbangkok #siambangkok #eatinbangkok https://t.co/ICusobu45G,Sun Sep 15 12:29:42 +0000 2013,36,Melbourne Victoria,en,Classique Event,classiqueevent1,None,None,118,13.72938806 100.51084223,11:57.0,1.09486E+18,https://twitter.com/statuses/1094856527637139456,location2.db,13.72938806,100.5108422
Mon Feb 11 07:44:08 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Monday BlissLets start our week with the wordKuvaas motivation Ogba Ikeja Lagos State Nigeria,Monday Bliss Let's start our week with the word. Kuvaa's motivation #monrushsales @ Ogba Ikeja Lagos State Nigeria https://t.co/oBTjC9eQ4i,Mon May 17 21:53:56 +0000 2010,584,None,en,K U V A A M A G A Z E T I,adwowaEA,None,None,243,6.63235833 3.342055,44:14.0,1.09486E+18,https://twitter.com/statuses/1094864649487474688,location2.db,6.63235833,3.342055
Mon Feb 11 09:10:25 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,12Inside the Masjid Bandaraya Kota Kinabalu Kota Kinabalu City Mosque also known as the Floating Mosque as it is surrounded by a man made lagoon Officially opened on February 2 2000,1/2 Inside the Masjid Bandaraya Kota Kinabalu (Kota Kinabalu City Mosque) also known as the Floating Mosque as it is surrounded by a man made lagoon. Officially opened on February 2 2000 https://t.co/Bhc69oj8cZ,Sat Jul 02 09:59:18 +0000 2011,154,quezon city,en,Clyde Tagros,kalaydoscopic,None,None,219,5.9957376 116.10772133,10:31.0,1.09489E+18,https://twitter.com/statuses/1094886363369897985,location3.db,5.9957376,116.1077213
Mon Feb 11 09:10:29 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Nervous to apply for a job like Corporate counsel at Carlson Wagonlit Travel Apply even if youre not a 100 match You might be underestimating your value Click the link in our bio for more info,Nervous to apply for a job like 'Corporate counsel' at Carlson Wagonlit Travel? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Legal #London,Fri Feb 27 04:30:23 +0000 2009,376,London,en,TMJ- LON Legal Jobs,tmj_lon_legal,None,None,312,51.5073509 -0.1277583,10:34.0,1.09489E+18,https://twitter.com/statuses/1094886378603593728,location3.db,51.5073509,-0.1277583
Mon Feb 11 07:22:53 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Sponsored Salamat po SM Seaside City Cebu Official,Sponsored. Salamat po. #cut #haircut #cute #gold #stripes #penshoppe #newyork @ SM Seaside City Cebu (Official) https://t.co/RZU9pInP4p,Tue Jun 22 04:30:19 +0000 2010,39,PHILIPPINES,en,Johms Samosa,abuyogvlogger,None,None,60,10.28829 123.89332,22:59.0,1.09486E+18,https://twitter.com/statuses/1094859302936862721,location2.db,10.28829,123.89332
Mon Feb 11 09:08:14 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Good morning from The City of London Euphorium Bakery,Good morning from The City of London! #london #city #foodporn #bacon #baconroll #ShotOnHuawei #ShotOnHuaweiPsmart2019 #Psmart2019 #ShotOnAndroid @ Euphorium Bakery https://t.co/QJmtrM8G2Y,Thu Feb 26 21:40:46 +0000 2009,2323,Edinburgh UK,en,Matteo Doni (MWC 2019),Todoleo,None,None,991,51.51453686 -0.08653962,08:20.0,1.09489E+18,https://twitter.com/statuses/1094885813391974400,location3.db,51.51453686,-0.08653962
Mon Feb 11 10:00:51 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,My good friend en route to teach physical practices and methods of cultivating integrity and wellbeing in London March 1st31st See my profile link DM me for help,My good friend @raycarbullido en route to teach physical practices and methods of cultivating integrity and well-being in London March 1st-31st. See my profile link DM me for help https://t.co/BAbpQa87g9,Sat Apr 11 20:04:59 +0000 2009,1183,London England,en,Jonathan Lewis,jLewIndustrial,None,None,2166,51.4650827 -0.1306634,00:56.0,1.0949E+18,https://twitter.com/statuses/1094899053308010496,location3.db,51.4650827,-0.1306634
Mon Feb 11 08:45:00 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,When all you see is pure white and snow Mas marami pa atang tao sa Megamall compared dito sa buong city Troms Norway,When all you see is pure white and snow. Mas marami pa atang tao sa Megamall compared dito sa buong city @ Troms Norway https://t.co/nBPWBQod0V,Fri Mar 22 07:11:26 +0000 2013,3792,Manila Philippines,en,Ken Alfonso,kennedyalfonso,None,None,83,69.65103 18.9557499,45:06.0,1.09488E+18,https://twitter.com/statuses/1094879967710564353,location3.db,69.65103,18.9557499
Mon Feb 11 07:50:41 +0000 2019,0,0,low,0,0,0,<a href='http://tweetmyjobs.com' rel='nofollow'>SafeTweet by TweetMyJOBS</a>,If youre looking for work in London United Kingdom check out this job,If you're looking for work in London United Kingdom check out this job: https://t.co/P8W0q4q7vf #LEGO #IT,Mon Sep 23 18:45:58 +0000 2013,2342,None,en,LEGO_Careers,LEGO_Careers,None,None,5,51.5073509 -0.1277583,50:46.0,1.09487E+18,https://twitter.com/statuses/1094866296292982784,location3.db,51.5073509,-0.1277583
Mon Feb 11 10:00:06 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Getting fatter with the sestra Eat Fresh Hongkong Famous Street Food San Juan City,Getting fatter with the sestra @ Eat Fresh Hongkong Famous Street Food San Juan City https://t.co/h5o2PmE9KM,Wed Sep 28 11:11:28 +0000 2011,257,Manila Philippines,en,Julianne Olandesca,julesolandesca,None,None,731,14.59953 121.03788883,00:12.0,1.0949E+18,https://twitter.com/statuses/1094898867450101767,location3.db,14.59953,121.0378888
Mon Feb 11 10:00:08 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Inverted elevation Washington District of Columbia,Inverted elevation... #ThisIsWhatISee #aNGles @ Washington District of Columbia https://t.co/GOP4IUsju6,Sat Aug 07 16:16:43 +0000 2010,576,Philippines,en,Neil Germo,neilgermo,None,None,284,38.8951 -77.0367,00:14.0,1.0949E+18,https://twitter.com/statuses/1094898874781642752,location3.db,38.8951,-77.0367
Mon Feb 11 08:32:30 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Midge Ure Tom Robinson and yours truly at Johnnie Walkers Sounds of the Seventies BBC Radio 2 radio show earlier this afternoon at Wogan House in Londons West End Midge was,Midge Ure Tom Robinson and yours truly at Johnnie Walker's 'Sounds of the Seventies' BBC Radio 2 radio show earlier this afternoon at Wogan House in London's West End.. Midge was https://t.co/ulh0kYW1QJ,Sat Aug 01 16:21:27 +0000 2009,2970,London England,en,Peter Noble,Peter_Noble,None,None,2582,51.51914 -0.142663,32:36.0,1.09488E+18,https://twitter.com/statuses/1094876820606877696,location3.db,51.51914,-0.142663
Mon Feb 11 08:05:23 +0000 2019,0,0,low,0,0,0,<a href='http://tweetmyjobs.com' rel='nofollow'>SafeTweet by TweetMyJOBS</a>,See our latest Hong Kong Hong Kong job and click to apply Associate Dir Director Digital Acquisition Digital Banking,See our latest Hong Kong Hong Kong job and click to apply: Associate Dir / Director Digital Acquisition - Digital Banking - https://t.co/b47Nk7dtRN #FinTech #Banking,Wed Sep 19 18:19:59 +0000 2012,2895,Worldwide,en,Standard Chartered,StanChartJobs,None,None,3,22.2783151 114.174695,05:29.0,1.09487E+18,https://twitter.com/statuses/1094869998101643264,location3.db,22.2783151,114.174695
Mon Feb 11 08:54:05 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Our very first Leg Of our PHIL TOUR ILOILO The City of Smiles were soooooo warm in their welcome I just love them All Iloilo International Airport,Our very first. Leg. Of our PHIL TOUR.. ILOILO!!! The City of Smiles were soooooo warm in their welcome.. I just love them. All.. @ Iloilo International Airport https://t.co/c3yJIFAawk,Fri Jul 17 09:36:38 +0000 2009,25803,insta: rsfrancisco888,en,RAYMOND FRANCISCO,rsfrancisco888,None,None,12656,10.8325 122.49305556,54:10.0,1.09488E+18,https://twitter.com/statuses/1094882250871566336,location3.db,10.8325,122.4930556
Mon Feb 11 09:12:34 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,After a while I am afraid to post anything out of fear that it would not top my latest posts Smart City Gwalior,After a while I am afraid to post anything out of fear that it would not top my latest posts. @ Smart City - Gwalior https://t.co/ZuCuhp9Udo,Tue Feb 20 15:12:12 +0000 2018,208,Shupiyan Jammu And Kashmir,en,Muhsin Musi,MuhsinMusi15,None,None,351,26.2201099 78.1762009,12:39.0,1.09489E+18,https://twitter.com/statuses/1094886903160000512,location3.db,26.2201099,78.1762009
Mon Feb 11 09:12:40 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,If there s a will there s a way Mr Jones Miami,If there's a will there's a way #mrjones #sundayfunday #nightlife #girlsnightout #art #southbeach #blackandwhite #playboy #latepost #snakeskin @ Mr Jones Miami https://t.co/vuvRamIgaT,Sun Sep 13 16:42:02 +0000 2009,2469,Miami Beach FL,en,Ramona Hilton,RamonaHilton,None,None,314,25.79064918 -80.13120397,12:46.0,1.09489E+18,https://twitter.com/statuses/1094886930762747909,location3.db,25.79064918,-80.13120397
Mon Feb 11 08:42:14 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,An evening and court tickets from divaproductionssg on the their website Cricket club Out tickets left for Court blowersh in,An evening @singaporecricketclub and @edenxo court tickets from divaproductionssg on the their website Cricket club #Sold Out #few tickets left for #Eden Court #Singapore blowersh in https://t.co/cdN70CFC1Z,Mon Oct 11 11:00:15 +0000 2010,584,London-New York-Milano,en,Sofalavaleria,SofalaValeria,None,None,729,1.36068237 103.81569702,42:19.0,1.09488E+18,https://twitter.com/statuses/1094879267933040640,location3.db,1.36068237,103.815697
Mon Feb 11 08:12:00 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,When the cancels work tmrw you know what time it is feat moosetheadventurecat Seattle Washington,When the #snowpocalypse cancels work tmrw you know what time it is... (feat. moosetheadventurecat ) @ Seattle Washington https://t.co/jvpWZZd58j,Wed Jul 22 14:33:24 +0000 2009,27,Earth.,en,Ryanne Cando,sora_bozu,None,None,43,47.6046 -122.3308,12:06.0,1.09487E+18,https://twitter.com/statuses/1094871663240511488,location3.db,47.6046,-122.3308
Mon Feb 11 08:12:12 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Available Shoes 150000 tsh Callwhatsapp 0688139335Within dar free delivery Mikoani tunatuma Holiday Inn Dar Es Salaam City Centre,Available Shoes 150 000 tsh Call/whatsapp 0688139335 Within dar free delivery Mikoani tunatuma @ Holiday Inn Dar Es Salaam City Centre https://t.co/7gDyncIsBY,Sun Dec 07 14:34:00 +0000 2014,272,Dar es Salaam Tanzania,en,salva julius,salva_julius2,None,None,1625,-6.81323925 39.28668994,12:17.0,1.09487E+18,https://twitter.com/statuses/1094871709956464640,location3.db,-6.81323925,39.28668994
Mon Feb 11 08:47:53 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,this fool was in on it New York New York,#cancelempire this fool was in on it!!!! #leedaniels #jussiesmollett @ New York New York https://t.co/noQWVcvfwD,Tue Apr 01 00:24:47 +0000 2014,21,Usa,en,T$OFjD,TheStarOfDaVi,None,None,15,40.7142 -74.0064,47:59.0,1.09488E+18,https://twitter.com/statuses/1094880692830228480,location3.db,40.7142,-74.0064
Mon Feb 11 08:00:23 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Standing on the commute is hard after a wknd if ridiculousness London Olympic Athletics Stadium,Standing on the commute is hard after a wknd if ridiculousness #halfmarathon #toomanypubs #toomanydrinks @ London Olympic Athletics Stadium https://t.co/29346NVal4,Mon Jun 15 12:18:23 +0000 2009,153,London,en,Jessica,JessicaAnn243,None,None,305,51.539924 -0.0165754,00:29.0,1.09487E+18,https://twitter.com/statuses/1094868739168714752,location3.db,51.539924,-0.0165754
Mon Feb 11 07:28:55 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,How do I keep breathing now that manilaluzon has taken my soul Charlies Las Vegas,'* . '* How do I keep breathing now that manilaluzon has taken my soul? *' . *' @ Charlie's Las Vegas https://t.co/d1UhwJ8CLF,Fri Oct 10 16:09:41 +0000 2008,173,Las Vegas NV,en,funwheel jones,bleekerandjuno,None,None,389,36.0985603 -115.1987,29:00.0,1.09486E+18,https://twitter.com/statuses/1094860817953021952,location2.db,36.0985603,-115.1987
Mon Feb 11 08:19:09 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Quality of life Sushi Takeout in Fanling Hong Kong,Quality of life (@ Sushi Take-out in Fanling Hong Kong) https://t.co/ZvwiUUHHEG https://t.co/xl7YlAXqxa,Wed Dec 09 06:05:04 +0000 2009,1273,Hong Kong,en,feel,yickhong,None,None,664,22.49184955 114.1389153,19:15.0,1.09487E+18,https://twitter.com/statuses/1094873462034874368,location3.db,22.49184955,114.1389153
Mon Feb 11 09:06:00 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Had a blast for couple of days in Bali with family let s do this more often Taman Ujung Soekasada,Had a blast for couple of days in Bali with family #ohana - let's do this more often @ Taman Ujung Soekasada https://t.co/uS5y39ZVGI,Sun May 23 02:24:58 +0000 2010,11,Sydney AUSTRALIA,en,Ice Blue,ic3blue,None,None,23,-8.46360513 115.63118355,06:05.0,1.09489E+18,https://twitter.com/statuses/1094885249845096448,location3.db,-8.46360513,115.6311836
Mon Feb 11 07:56:02 +0000 2019,0,0,low,0,0,0,<a href='http://tweetmyjobs.com' rel='nofollow'>SafeTweet by TweetMyJOBS</a>,Interested in a job in Honolulu HI This could be a great fit,Interested in a job in Honolulu HI? This could be a great fit: https://t.co/NWICCzXXcr #RN #scrublife,Wed Jul 17 18:12:48 +0000 2013,152,Hawai'i,en,HPH Careers,HPHCareers,None,None,59,21.3069444 -157.8583333,56:08.0,1.09487E+18,https://twitter.com/statuses/1094867644816154624,location3.db,21.3069444,-157.8583333
Mon Feb 11 09:21:56 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Im at Glengormley Town in Newtownabbey Northern Ireland,I'm at Glengormley Town in Newtownabbey Northern Ireland https://t.co/gX8160SBeH https://t.co/R5ZwZum63N,Tue May 19 14:59:11 +0000 2009,464,Belfast UK,en,Matias Garcia,mattgarciablitz,None,None,706,54.6756848 -5.96347912,22:02.0,1.09489E+18,https://twitter.com/statuses/1094889262099648512,location3.db,54.6756848,-5.96347912
Mon Feb 11 09:22:11 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Is this the most beautiful museum room you ve ever seen I m not normally one for visiting museums but this glyptoteket is a mini oasis in the city Are you more of a street wanderer,Is this the most beautiful museum room you've ever seen? I'm not normally one for visiting museums but this glyptoteket is a mini oasis in the city Are you more of a street wanderer https://t.co/O2oIztMZ3h,Mon Oct 24 16:26:18 +0000 2011,9357,Edinburgh Scotland,en,Caoilfhionn Rose,CaoilfhionnRose,None,None,7234,55.67282313 12.57196969,22:16.0,1.09489E+18,https://twitter.com/statuses/1094889322522669056,location3.db,55.67282313,12.57196969
Mon Feb 11 06:54:37 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Thai Cat wants to visit,Thai Cat wants to visit #thai #thaicat #feline #bangkok #thailand #amazingthailand #travelingcat #fluffy #wanderlust #suneta #sunetakhaosan #sunetahostel #catalert #backpacking https://t.co/qMWngGR0vj,Thu Oct 28 23:10:07 +0000 2010,220,Manila Philippines,en,Mervin Merue as,asianmartian,None,None,337,13.76071 100.49903,54:42.0,1.09485E+18,https://twitter.com/statuses/1094852185781727234,location2.db,13.76071,100.49903
Mon Feb 11 10:17:54 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Kaix said i grew 2 inches here in London She has also grown mayb 2 inches in poopin amp photography BOXPARK Shoreditch,Kaix said i grew 2 inches here in London. She has also grown (mayb 2 inches) in poopin &amp; photography @ BOXPARK Shoreditch https://t.co/tGMZSrQBfL,Sun Nov 13 13:36:29 +0000 2011,307,All the illegal stuff,en,AUDREY,neontacks,None,None,330,51.523508 -0.0764473,17:59.0,1.0949E+18,https://twitter.com/statuses/1094903344538107905,location3.db,51.523508,-0.0764473
Mon Feb 11 10:18:07 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,In the middle of night no wifi battery die lost in Tokyo We argue alot about which way is our apartment actually we argued everyday It s around 2 degrees freaking,In the middle of night no wifi (battery die) lost in Tokyo. We @changminologi argue alot about which way is our apartment (actually we argued everyday). It's around 2 degrees freaking https://t.co/UOTcGez4As,Thu Jul 30 03:49:55 +0000 2009,377,None,en,,Iamvhany,None,None,681,35.70997629 139.8108722,18:12.0,1.0949E+18,https://twitter.com/statuses/1094903398787297280,location3.db,35.70997629,139.8108722
Mon Feb 11 08:02:46 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,with getrepost COMPETITION TIME For your chance to the ultimate Valentines weekend away for 3 nights at Austin our romantic retreat at Holly,#Repost @holiday_at_home with get_repost COMPETITION TIME... For your chance to #WIN the ultimate Valentines weekend away for 3 nights at Austin our romantic retreat at Holly https://t.co/NXnD78Rq6x,Tue Jun 14 07:00:05 +0000 2011,952,Manchester,en,Matthew Attridge,Matt_Attridge,None,None,4435,53.5552 -2.18795,02:51.0,1.09487E+18,https://twitter.com/statuses/1094869337712713729,location3.db,53.5552,-2.18795
Mon Feb 11 09:20:18 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,What s a tour without having to visit a museum D Bone Collector Museum Inc Davao City,What's a tour without having to visit a museum?? @ D' Bone Collector Museum Inc. Davao City https://t.co/38nswUki5X,Sat Feb 27 05:14:20 +0000 2010,284,Cavite Philippines,en,Queen C,charmainejosh,None,None,249,7.06111509 125.61254812,20:23.0,1.09489E+18,https://twitter.com/statuses/1094888849451364352,location3.db,7.06111509,125.6125481
Mon Feb 11 09:20:28 +0000 2019,0,0,low,0,0,0,<a href='https://www.swarmapp.com' rel='nofollow'>Foursquare Swarm</a>,Im at Toby s Estate in Kuwait City Al Kuwayt w,I'm at Toby's Estate in Kuwait City Al Kuwayt w/ @as305xx @shayji_9 @daihani7x_ https://t.co/Vle8sUUlUT,Tue Jan 03 19:00:53 +0000 2012,392,19 .,en,.,kuw160,None,None,137,29.34118373 47.94199693,20:33.0,1.09489E+18,https://twitter.com/statuses/1094888891558121472,location3.db,29.34118373,47.94199693
Mon Feb 11 10:01:45 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Were hiring in England Click the link in our bio to apply to this job and more Part Qualified Accountant at Wells Fargo,We're hiring in #London England! Click the link in our bio to apply to this job and more: Part - Qualified Accountant at Wells Fargo #Accounting,Sun Mar 08 02:00:23 +0000 2009,373,London,en,TMJ- LON Acct. Jobs,tmj_lon_acct,None,None,312,51.5073509 -0.1277583,01:51.0,1.0949E+18,https://twitter.com/statuses/1094899281792688133,location3.db,51.5073509,-0.1277583
Mon Feb 11 10:01:46 +0000 2019,0,0,low,0,0,0,<a href='https://511ny.org' rel='nofollow'>NYRegions</a>,Construction on Both directions from Ridgefield to Union CityNew York,Construction on #127Bus Both directions from Ridgefield to Union City-New York https://t.co/AjkwXa8ETh,Fri Jun 26 17:40:57 +0000 2009,2087,New Jersey,en,511NY - New Jersey,511nyNJ,None,None,1,40.776101 -74.040728,01:52.0,1.0949E+18,https://twitter.com/statuses/1094899286544998400,location3.db,40.776101,-74.040728
Mon Feb 11 10:01:46 +0000 2019,0,0,low,0,0,0,<a href='https://511ny.org' rel='nofollow'>511NY-Tweets</a>,Construction on Both directions from Ridgefield to Union CityNew York,Construction on #127Bus Both directions from Ridgefield to Union City-New York https://t.co/UcN1BpSpJa,Thu Jun 25 17:22:38 +0000 2009,2025,New York State,en,511 New York,511NY,None,None,201,40.776101 -74.040728,01:52.0,1.0949E+18,https://twitter.com/statuses/1094899286951768064,location3.db,40.776101,-74.040728
